chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high
chr1,206583089,206583090,.,0.24821142012226,+,m:18,23,m:4,7,m:78.26,m:57.14,0.7826087,0.5714286,0.6104844517224437,0.2111801242236025,0.4573491135627849,-0.3887004005045441,1.3033986276301142
chr1,206583090,206583091,.,2.099588559761907,-,m:19,19,m:7,9,m:100.00,m:77.78,1.0,0.7777778,0.197143917986863,0.2222222222222222,0.9817653247185992,0.1886633129639132,1.7748673364732854
chr1,206583173,206583174,.,0.3356062280806782,+,m:786,876,m:358,390,m:89.73,m:91.79,0.89726025,0.9179487,1.0,-0.02,-0.0715482627269405,-0.0477627651636065,0.1908592906174877
chr1,206583174,206583175,.,-0.3236328501611751,-,m:853,869,m:465,473,m:98.16,m:98.31,0.981588,0.9830867,1.0,0.0,-0.0113802792395341,-0.1006109187366274,0.1233714772156956
chr1,206583387,206583388,.,0.249057250396163,+,m:660,1004,m:315,459,m:65.74,m:68.63,0.6573705,0.6862745,1.0,-0.0299999999999999,-0.0615705128821797,-0.0488620255037819,0.1720030512681414
chr1,206583388,206583389,.,-0.3449308152962658,-,m:590,726,m:310,382,m:81.27,m:81.15,0.8126722,0.8115183,1.0,0.0,0.0029538682705396,-0.1209309189978156,0.1268386555388949
chr1,206583707,206583708,.,0.568673394036523,+,m:1104,1170,m:490,529,m:94.36,m:92.63,0.94358975,0.92627597,1.0,0.0099999999999998,0.0703473967717989,-0.0323416242502583,0.1730364177938561
chr1,206583708,206583709,.,0.4920141249979224,-,m:746,792,m:393,426,m:94.19,m:92.25,0.9419192,0.92253524,1.0,0.0199999999999999,0.0773080561832553,-0.0404537192898211,0.1950698316563317
chr1,206583766,206583767,.,1.8433183100373756,+,m:857,966,m:406,440,m:88.72,m:92.27,0.8871636,0.9227273,1.0,-0.03,-0.121764678765122,0.0090382236860084,0.2344911338442357
chr1,206583767,206583768,.,2.071303517398519,-,m:763,812,m:416,430,m:93.97,m:96.74,0.9396552,0.96744186,1.0,-0.03,-0.1335191002834994,0.0166239088467969,0.2504142917202019
chr1,206584104,206584105,.,0.6639552083775015,+,m:995,1051,m:446,463,m:94.67,m:96.33,0.94671744,0.96328294,1.0,-0.01,-0.0802428490587336,-0.0290820726688787,0.1895677707863461
